2024-03-11 20:48:14,890: 'j'
2024-03-11 20:48:15,626: 'a'
2024-03-11 20:48:16,187: 'f'
2024-03-11 20:48:17,505: Key.backspace
2024-03-11 20:48:17,997: Key.backspace
2024-03-11 20:48:18,026: Key.backspace
2024-03-11 20:48:18,056: Key.backspace
2024-03-11 20:48:18,085: Key.backspace
2024-03-11 20:48:18,115: Key.backspace
2024-03-11 20:48:18,144: Key.backspace
2024-03-11 20:48:18,174: Key.backspace
2024-03-11 20:48:18,205: Key.backspace
2024-03-11 20:48:18,235: Key.backspace
2024-03-11 20:48:18,265: Key.backspace
2024-03-11 20:48:18,295: Key.backspace
2024-03-11 20:48:18,324: Key.backspace
2024-03-11 20:48:18,354: Key.backspace
2024-03-11 20:48:18,385: Key.backspace
2024-03-11 20:48:35,612: 'h'
2024-03-11 20:48:35,781: 'o'
2024-03-11 20:48:35,817: 'w'
2024-03-11 20:48:36,045: Key.space
2024-03-11 20:48:36,269: 't'
2024-03-11 20:48:36,717: Key.backspace
2024-03-11 20:48:38,034: 'w'
2024-03-11 20:48:38,157: 'i'
2024-03-11 20:48:38,367: 'l'
2024-03-11 20:48:38,537: 'l'
2024-03-11 20:48:38,616: Key.space
2024-03-11 20:48:38,802: 't'
2024-03-11 20:48:38,910: 'h'
2024-03-11 20:48:39,034: 'e'
2024-03-11 20:48:39,104: Key.space
2024-03-11 20:48:39,313: 'o'
2024-03-11 20:48:39,491: 'u'
2024-03-11 20:48:39,626: 't'
2024-03-11 20:48:39,777: 'p'
2024-03-11 20:48:39,903: 'u'
2024-03-11 20:48:40,030: 't'
2024-03-11 20:48:40,150: Key.space
2024-03-11 20:48:40,351: 'f'
2024-03-11 20:48:40,461: 'o'
2024-03-11 20:48:40,617: 'r'
2024-03-11 20:48:40,628: Key.space
2024-03-11 20:48:40,833: 't'
2024-03-11 20:48:40,844: 'h'
2024-03-11 20:48:41,010: 'i'
2024-03-11 20:48:41,156: 's'
2024-03-11 20:48:41,223: Key.space
2024-03-11 20:48:41,520: 'p'
2024-03-11 20:48:41,569: 'r'
2024-03-11 20:48:42,284: 'o'
2024-03-11 20:48:42,909: 'f'
2024-03-11 20:48:43,392: Key.backspace
2024-03-11 20:48:43,547: 'g'
2024-03-11 20:48:43,758: 'r'
2024-03-11 20:48:43,935: 'a'
2024-03-11 20:48:44,089: 'm'
2024-03-11 20:48:44,259: Key.space
2024-03-11 20:48:44,410: 'r'
2024-03-11 20:48:44,539: 'u'
2024-03-11 20:48:44,785: 'n'
2024-03-11 20:48:45,127: Key.enter
2024-03-11 20:49:13,927: 'h'
2024-03-11 20:49:14,066: 'e'
2024-03-11 20:49:14,265: 'l'
2024-03-11 20:49:14,435: 'l'
2024-03-11 20:49:14,609: 'o'
2024-03-11 20:49:15,069: Key.space
2024-03-11 20:49:15,214: 'w'
2024-03-11 20:49:15,355: 'o'
2024-03-11 20:49:15,422: 'r'
2024-03-11 20:49:15,866: 'l'
2024-03-11 20:49:16,006: 'd'
2024-03-11 20:49:20,184: 'w'
2024-03-11 20:49:20,429: 'h'
2024-03-11 20:49:20,592: 'e'
2024-03-11 20:49:20,971: Key.backspace
2024-03-11 20:49:23,341: 'h'
2024-03-11 20:49:23,633: 'o'
2024-03-11 20:49:23,785: 'w'
2024-03-11 20:49:23,927: Key.space
2024-03-11 20:49:24,028: 't'
2024-03-11 20:49:24,152: 'o'
2024-03-11 20:49:24,332: Key.space
2024-03-11 20:49:24,599: 'a'
2024-03-11 20:49:24,872: 'c'
2024-03-11 20:49:25,400: 'c'
2024-03-11 20:49:25,698: 'e'
2024-03-11 20:49:26,088: 's'
2024-03-11 20:49:26,255: 's'
2024-03-11 20:49:26,489: Key.space
2024-03-11 20:49:28,706: 'k'
2024-03-11 20:49:28,849: 'e'
2024-03-11 20:49:29,253: 'y'
2024-03-11 20:49:29,537: Key.space
2024-03-11 20:49:29,923: Key.backspace
2024-03-11 20:49:30,355: '.'
2024-03-11 20:49:30,803: 't'
2024-03-11 20:49:31,384: 'x'
2024-03-11 20:49:31,564: 't'
2024-03-11 20:49:36,163: Key.backspace
2024-03-11 20:49:36,383: Key.backspace
2024-03-11 20:49:36,547: Key.backspace
2024-03-11 20:49:36,887: Key.backspace
2024-03-11 20:49:37,191: 'l'
2024-03-11 20:49:37,411: 'o'
2024-03-11 20:49:37,592: 'g'
2024-03-11 20:49:37,812: '.'
2024-03-11 20:49:38,005: 't'
2024-03-11 20:49:38,265: 'x'
2024-03-11 20:49:38,546: 't'
2024-03-11 20:49:38,778: Key.enter
